STATION,DATE,LATITUDE,LONGITUDE,WIND_DIR,WIND_SPEED,SEA_LVL_PRES,AIR_TEMP,SEA_SURF_TEMP,WAVE_DIR,WAVE_PERIOD,WAVE_HGT,SWELL_DIR,SWELL_PERIOD,SWELL_HGT,TOT_CLD_AMT
SYNTH_001,2023-01-01 00:00:00,-8.473834212520856,86.58168865286166,149.8364737627969,3.5999794688325912,1015.9388355093865,25.216325591734076,28.21729575784141,64.5417688432485,4.917316813245232,0.5333531629930498,52.505665846863934,6.64500793879718,0.5520947558926727,2.581990409415697
SYNTH_001,2023-01-01 01:00:00,5.598375844802293,72.28988505187289,64.80478313588678,4.181365985390318,1017.0990897577003,27.516116450023585,26.504950902656855,285.49541659730966,5.0617030729555665,0.5635815323501326,129.7523160004896,6.3143142572311115,0.835319474082618,2.5777589637288933
SYNTH_001,2023-01-01 02:00:00,-1.2318153711821296,85.30299451102631,74.4362239705067,2.8985204236686375,1014.6016331865274,28.0252239822829,27.50734759173377,150.1753135698673,5.561700000697346,0.6623329064924144,103.97956303905328,5.959628727841227,0.5672114936829958,1.1913260455112147
SYNTH_001,2023-01-01 03:00:00,4.469303556618824,76.70104247570484,163.91171865769246,2.608080929793397,1016.2327752470582,27.0015858982213,27.406187776319552,278.20230059844175,5.523566045328597,0.2691993922420216,208.80456944119845,6.222428110129074,0.48466928089228106,2.8086370396537035
SYNTH_001,2023-01-01 04:00:00,9.559790239932052,74.33606775391335,16.737587468849423,4.436713227098869,1015.4078860453681,27.675819329426332,27.542779736872305,273.28866900116697,5.280618774938826,0.45645708764389514,78.47489544180621,5.630120254941543,0.5396854541043714,2.1583258477303695
SYNTH_001,2023-01-01 05:00:00,0.7699174082086735,83.61012417774982,3.2949939534627326,4.298131527896069,1015.3010716166235,27.536469600560874,28.348782764533755,1.8725810999463155,5.579797579621831,0.3846154069904355,37.31519715603803,6.3438924141913535,1.1558273679247324,0.7960702001595752
SYNTH_001,2023-01-01 06:00:00,0.022409273198757518,66.32814805217312,212.32349275017154,4.4549087432392245,1017.1789359082436,26.660843328405594,29.037257800183443,340.2801791208356,3.9879395889613827,0.6878292457588059,110.64762220963235,6.332887837765881,1.2698107452225607,2.6427895716543777
SYNTH_001,2023-01-01 07:00:00,-8.55897733280477,68.14884540011894,132.17832763624776,3.3476169971671768,1017.6572939291982,27.58598824811126,28.14856670991534,247.09009821139466,4.880046626202244,0.9138755563121987,11.432740960380245,6.426269590940854,0.7171563480514929,2.181835000795264
SYNTH_001,2023-01-01 08:00:00,-4.631220397962577,87.34248630729596,343.2379461028184,4.279667259212363,1014.5314412763967,28.73370964337326,28.552646895485243,148.97578981696353,4.688668266488814,0.7758086153732491,64.38472998400145,6.149116001870943,0.797112843625555,1.2105140341606677
SYNTH_001,2023-01-01 09:00:00,-0.0023499834888003335,78.11497690148346,345.655273853099,2.394291716471029,1012.6240344737857,25.863000596746538,27.52387442329018,16.56244979624496,5.031840527990135,0.6388377477878203,275.2251227398206,5.553330555142686,1.1850383650834924,1.149215711725947
SYNTH_001,2023-01-01 10:00:00,3.5845999224188105,71.42280874448046,2.7058314412557793,2.871268494048432,1016.8718500891781,27.304741359918292,27.2546053159526,298.8098421186057,4.130805522343095,0.3381998051094918,354.9553317174325,6.071546179718514,0.5848774499073461,3.527549234717867
SYNTH_001,2023-01-01 11:00:00,6.07478072208751,78.8760808625103,219.72815388543987,4.337119163579754,1013.8589103577334,26.518761407069867,28.078957914907477,144.6966829934174,5.336554893783463,0.9736732224028997,74.32550923029189,6.07669412729159,0.5318522612457115,2.0476397698842086
SYNTH_001,2023-01-01 12:00:00,-2.381177337029232,82.47817258801844,94.29149800965097,3.0237329855703945,1015.0856742807064,26.899438462765367,27.174339875527846,88.38267936294281,4.800757350826247,0.7123438295811154,119.79177628700049,6.217466537650116,0.3318509735746847,1.270839982237332
SYNTH_001,2023-01-01 13:00:00,-8.681273061881898,81.36154331272343,26.96063251160913,2.7396911659695844,1014.3727684195117,26.551903739659657,28.121333506220648,55.22902857567601,5.284083948056469,0.8304371733549571,110.76731112841043,5.6686021061531,0.9944123797457214,-0.48916504394588367
SYNTH_001,2023-01-01 14:00:00,-4.237088013840129,75.17298586637673,263.9094151462211,3.030233702827987,1017.9052260120043,26.546484664136038,28.813673660895002,110.04293594266053,5.002551405006917,0.6705765106258743,326.9145328767403,6.530346808060877,0.5011092006642521,1.7535793115026288
SYNTH_001,2023-01-01 15:00:00,8.191870554392274,78.7205457571484,144.8362219055877,5.717608213172795,1020.2025899508113,27.03822257830383,29.02966188242758,40.26350682610407,5.192764331362985,0.7417818423511094,309.7465755021255,5.995913667616685,0.41156776930265454,2.4954599926385566
SYNTH_001,2023-01-01 16:00:00,-5.73229292840169,67.10185053352151,99.0610317608484,3.5627653165801645,1014.8349921584996,26.37553060891984,29.12707474242159,114.19266770322764,5.560368889207716,0.8450448830558146,57.152983704701526,6.908362405914852,0.9369504979239182,3.1934392582603603
SYNTH_001,2023-01-01 17:00:00,-0.9575207636463379,74.46122947542989,169.8282741141413,4.321686332779303,1020.1789336852503,27.24518391162696,27.14223406092835,331.18280795132847,4.616105235841678,0.5195168988977052,186.16535938988216,5.3266545353287285,1.1184717402371165,2.010216407881434
SYNTH_001,2023-01-01 18:00:00,8.624120393780434,86.48372782281591,58.01523248624023,3.8389635344923416,1016.2799932219779,24.867081870646604,28.521251987887922,40.259286481280974,4.220266945094972,0.7476927202996253,306.936555287235,5.971145423484195,0.9050860687449095,3.616101454436734
SYNTH_001,2023-01-01 19:00:00,-9.50201544899304,87.42781825339534,237.43503601695434,6.518561731923807,1015.3167906388152,27.76932899320893,28.18437852358356,101.56007949016444,4.960360229781886,0.18246417924999736,189.34613641214065,5.962755901145521,0.27743138093772035,1.788365219041052
SYNTH_001,2023-01-01 20:00:00,2.01097834928245,60.65414818373109,120.72204379290173,3.906792353806543,1018.134210864382,26.332184116369245,27.834979475386817,325.51091760914784,4.616446655078592,0.7958223501442767,344.9172578546264,6.343640368111746,0.3400167836193275,2.8495087469276306
SYNTH_001,2023-01-01 21:00:00,9.002590008272911,67.63202152749896,341.23351174072195,5.104687142271282,1019.6963989432318,26.275735206712593,27.21707729627826,129.2717056414828,4.921459348915624,0.7446266744118227,317.7860748680734,5.89146991113118,0.4578952278000748,2.8332342513258157
SYNTH_001,2023-01-01 22:00:00,-5.3939424195807035,67.84761385420357,220.34257910786297,4.9966550232784455,1015.5172055768622,28.013113311744057,28.149280584330935,305.27453425241055,4.67611102344807,0.6161318911859357,33.53013284293325,6.010694706081011,0.7384745005090189,1.7594281450236138
SYNTH_001,2023-01-01 23:00:00,0.9697983847206082,69.82089388327572,290.4278749847038,4.46951540147489,1015.3347995623643,27.706983705755913,29.034593174863687,132.91983628562875,3.8657031952786416,0.7957397654027125,122.00800072222103,5.906201755570809,0.8753342387609067,3.1297840270031134
SYNTH_001,2023-01-02 00:00:00,8.182567497734624,69.10941499760337,342.5048427138,4.041213696781647,1019.5729769383289,27.57751500927931,28.125883136967428,177.66827961535483,4.475903475668694,1.1995755541462263,230.83459523119154,6.2309744845476835,0.395259427027468,3.842547023814837
SYNTH_001,2023-01-02 01:00:00,-7.336611084814997,68.43687682579181,31.9731552753843,2.4616931826424224,1017.6755618504814,27.54856335437649,27.936200784746852,232.3037172250458,4.577872004975408,0.7085307461877715,135.68292080068824,6.361957883943697,1.3616302067381598,1.9871450789782454
SYNTH_001,2023-01-02 02:00:00,0.4682516134753172,74.19804584680287,283.74958149542,4.616474281044224,1010.5057393298586,27.178325568986722,29.26238361212477,138.78219592306004,5.125061145967971,0.6381125074528201,339.7402736926574,5.028519673579408,0.8818783065498149,1.004142295899011
SYNTH_001,2023-01-02 03:00:00,5.008197182040696,67.22864731296212,150.92061467155057,6.292805152144202,1015.6400316471144,25.983898063647572,27.9206327563371,223.70320745874213,5.334230381983757,0.4679442462128305,70.75977781034726,5.88486054783402,1.3419239555738964,0.9414735144942334
SYNTH_001,2023-01-02 04:00:00,3.3802648176782757,81.90643718382898,174.33714095083852,4.599232358481109,1014.3966482518564,27.53651963550054,28.083810808791213,318.6549898118574,5.673616956319947,0.6321962703296929,300.76509850821367,5.4470105674991895,1.1099595672254066,1.7509805423230211
SYNTH_001,2023-01-02 05:00:00,-0.6449428051003849,60.863954698127316,208.15652507310116,6.151826529605979,1014.8104475482046,27.35816991704629,29.379927369401607,115.53342243187888,5.106122602895538,0.4972275692681887,323.646837440037,6.35244825008529,0.8656549115282349,1.12472948591887
SYNTH_001,2023-01-02 06:00:00,-5.903018194044098,88.88607517499953,222.50003938020959,4.793010112368328,1016.1892734750159,27.56473077057163,29.59500025128357,57.86001339513068,5.951549176469901,0.8154039270081664,186.1811215136949,5.033971611660869,1.0320869880936412,1.2793119396329322
SYNTH_001,2023-01-02 07:00:00,-0.18468221817859032,65.65401448269887,304.85680383418105,5.001912625264242,1015.0234950782132,26.767502277130955,28.125142324528777,252.0029595303514,5.821900439829141,0.564837088174533,198.71608643996547,5.818259240182093,1.0668215596675048,2.5476370617174777
SYNTH_001,2023-01-02 08:00:00,-2.55230621229882,86.83175630248523,68.56073288500352,3.564687148578456,1015.1630501608961,26.746118389550766,27.9516219795183,204.88584479672994,4.806288712235116,0.6661902633320673,156.81634587592598,6.48441199329428,0.7331080122719268,1.823536700715407
